filename,xcenter,ycenter,area,eccentricity,angle,perimeter,Hue,Saturation,Class,Temperature
1650.jpg,323.29385528171935,246.38745055735347,0.43427027027027026,0.2995840041880185,-0.450604373,2183,0.001327691,0.001051088,car engine,55
1651.jpg,321.00160625742024,239.3625881695649,0.43,0.27250816722391213,-0.362328014,2235,0.001669111,0.000782178,car engine,58
1652.jpg,321.1244449440728,237.59384660783542,0.4274114114114114,0.27663129621689997,-0.278109546,2209,7.026024394356697e-06,2.8104097577426788e-05,car engine,58
1653.jpg,317.186112,233.81006581494387,0.4266216216216216,0.35609778315779084,-0.125100797,2159,0.000732059,0.00043642,car engine,58
1654.jpg,321.4270897412054,223.87533082502395,0.41982582582582584,0.3852790146811393,-0.032206584,2063,0.000836898,0.000858357,car engine,58
1655.jpg,319.1257485,225.15359173350052,0.41674774774774775,0.36889346945431173,-0.059587584,2035,0.000662934,0.000850285,car engine,58
1656.jpg,311.9098363672499,223.26455065401575,0.407966967,0.431155646,-0.030794215,2083,0.001648841,0.001678285,car engine,58
1657.jpg,311.66540346098617,210.40742824152886,0.40572372372372373,0.36891607993090764,0.1376582185238365,219,0.00106583,0.001524729,car engine,58
1658.jpg,316.9624832846318,195.6595265217176,0.3638018018018018,0.1722250220255273,0.665128508,241,0.000354944,0.000462252,car engine,58
1659.jpg,330.73512238231257,204.05954203291935,0.3805825825825826,0.19926275533525115,0.7802484308374813,223,0.001609671,0.001917402,car engine,60
1660.jpg,316.10828020956086,215.71889597205856,0.423021021,0.25713562988441063,0.4219790338177221,2437,0.000447234,0.001000951,car engine,58
1661.jpg,300.79170734462366,193.53874020703398,0.37219519519519517,0.16390206928581647,0.28184280480410573,11,0.000177504,0.000822972,car engine,60
1662.jpg,277.19691585003255,176.94922500395856,0.3413753753753754,0.19181413835665173,-0.80058721,127,6.157743802670701e-05,0.001680184,car engine,60
1663.jpg,274.05456910247864,193.0439911,0.36480180180180183,0.24822468747361168,-1.086199899,19,0.001234781,0.000642086,car engine,60
1664.jpg,270.0534315639094,191.41375615671487,0.36155255255255253,0.25095733935165265,-1.037893192,3,0.001536583,0.002109687,car engine,60
1665.jpg,238.78858636292713,212.1347324075519,0.3849249249249249,0.4019297116855453,-1.135475488,231,0.001591512,0.001903573,car engine,61
1666.jpg,230.84651941963963,237.6452123,0.41767567567567565,0.10388973566872015,-1.091443182,237,0.000172555,0.000798067,car engine,60
1667.jpg,192.6616020544932,177.69284917687264,0.2935045045045045,0.21070581210408054,-0.955198548,9,0.000460419,0.000572966,car engine,59
1668.jpg,206.9011817011817,276.0167544167544,0.12833333333333333,0.8343771,1.5090437143296227,1529,0.001029601,0.001170001,noise,71
1669.jpg,178.38689668540414,260.6987788331072,0.12393993993993994,0.8414096074172455,-1.5655101,1677,0.004046327,0.000411902,noise,71
1670.jpg,162.83907151025574,263.51281053066987,0.12342042042042042,0.8164295288822732,1.5428913816032432,1793,0.003674055,0.00554758,noise,71
1671.jpg,177.91878195353843,304.6358866266033,0.13392192192192193,0.8318223214235805,1.5277272754979663,1681,0.002399318,0.000829671,noise,71
1672.jpg,174.75222224800984,305.8058579153805,0.12939039039039038,0.8412191662801325,1.5326039423767166,1693,0.004804233,0.002413721,noise,71
1673.jpg,169.05883065004238,311.6409151434451,0.12403903903903904,0.8461737588029239,1.5278513224918797,1691,2.42101440503571e-05,0.003873623,noise,71
1674.jpg,165.9993326412576,311.3874388254486,0.1214954954954955,0.8500576232287405,1.5301020494511186,1643,0.004745662,0.001878491,noise,71
1675.jpg,132.9219008,295.61438041297333,0.11823723723723724,0.8513322051920263,1.5352332425100856,1857,0.005206614,0.002768395,noise,70
1676.jpg,131.02916534096934,314.63055467175735,0.11326126126126126,0.8543087049840293,1.5388072651363494,1571,0.002492311,0.006548945,noise,70
1677.jpg,145.79652960714694,326.70212461344636,0.10487687687687687,0.8565470987001536,1.5166855306568763,5,0.00103081,0.006213492,noise,70
1678.jpg,615.4852376429781,253.8489903786596,0.072723724,0.7425933501555905,-1.517052222,1277,0.002353718,0.010240739976049882,noise,71
1679.jpg,220.2406645611614,353.72096747082816,0.33945045045045047,0.7871665250814343,0.24343620394150214,2221,0.000973133,0.001433159,noise,100
1680.jpg,211.87604534994668,225.55354436773868,0.107009009,0.7992274905297473,-1.495314975,1617,0.003030813,0.006538699,noise,70
1681.jpg,211.97033898305085,226.08330563863964,0.10843243243243243,0.800447258,-1.497498612,1535,0.006037443,0.001717071,noise,70
1682.jpg,211.00222990299923,228.9269149292006,0.10773573573573574,0.8028997500047738,-1.498531363,1503,0.001087078,0.00655034,noise,70
1683.jpg,214.77352596641936,280.0425314630703,0.099978979,0.8233046047418893,-1.486371641,1533,0.004895924,0.004535488,noise,70
1684.jpg,231.27526839911002,333.88397813924354,0.13901801801801802,0.6449127307121172,-1.37924055,2107,0.001015272,0.005011557,noise,70
1685.jpg,235.05335815722236,335.92426073006004,0.1516186186186186,0.5459920891897195,-1.290203653,2163,0.003842421,0.004337578,noise,71
1686.jpg,218.2216922485702,338.51531523385404,0.13284384384384385,0.6281563426260153,-1.355905146,1937,0.004272442,0.002147524,noise,71
1687.jpg,213.82608103197674,335.1824582122093,0.13222822822822822,0.658191675,-1.441714314,1969,0.003338481,0.002202943,noise,71
1688.jpg,210.2171188,300.3104330391095,0.1303033033033033,0.763092846,-1.54890045,1827,0.005508055,0.003572169,noise,71
1689.jpg,215.29475753604194,183.00482306684142,0.11456456456456457,0.7665202595369913,-1.536864351,1497,0.002228047,0.002647444,noise,70
1691.jpg,220.45821988545677,158.5552530278847,0.12793993993993993,0.7486760024694878,1.551434391386315,1717,0.002182894,0.00511689,noise,70
1692.jpg,237.82212478521063,133.32118662479508,0.15204504504504504,0.42589922679742453,1.508723262674649,1929,0.000632024,0.003318125,noise,70
1693.jpg,260.2370967427915,107.1464673013648,0.15424324324324323,0.31662164840512325,0.32679340037731297,2135,0.004400055,0.00159648,noise,70
1694.jpg,289.30280500168976,70.09817506,0.10663063063063064,0.7539807071213035,0.13451739914251465,1971,0.004083587,0.001858736,noise,71
1694.jpg,253.20709901254338,254.4606351748065,0.011252252252252253,0.8627217988609924,-0.993873073,713,0.066986923,0.008540165,noise,69
1695.jpg,281.7510190134485,92.39005638,0.12303603603603604,0.1520578776136826,0.035835996,2267,0.006028654,0.006223914,noise,70
1696.jpg,277.2286560657295,75.87108403431797,0.10745645645645646,0.606602229,0.1756350151176578,2039,0.000894279,0.006762988,noise,71
1697.jpg,263.9246136160429,84.66695618852982,0.11755255255255255,0.5115426913878862,0.24180440959871793,1475,0.004802657,0.006309874,noise,71
1698.jpg,215.3729773980225,248.4487905959401,0.23477177177177178,0.8399088913605557,-1.501870598,2085,0.002852428,0.002391947,noise,70
1699.jpg,205.7331272412514,228.91957462594286,0.24285285285285285,0.8651588803851602,-1.545518789,2381,0.002262891,0.00212687,noise,72
1700.jpg,204.53400315107058,230.3912622,0.23253453453453454,0.8748873037527738,-1.564076402,2411,0.001110623,0.001084795,noise,71
