filename,xcenter,ycenter,area,eccentricity,angle,perimeter,Hue,Saturation,Class,Temperature
221.jpg,372.7633288003762,182.46846205660688,0.23628528528528528,0.755545616072361,-0.07616153547343199,3655,0.0024655897716152155,0.00048295057382153706,torso,89
222.jpg,89.5803305785124,315.9011570247934,0.01816816816816817,0.5493201451309465,-0.1347140587985556,405,0.013223140495867768,0.017520661157024792,head,85
222.jpg,265.4671484888305,370.01872536136665,0.01828228228228228,0.8434005659640083,-1.2660412959916463,419,0.014947437582128778,0.0004927726675427069,arm,85
222.jpg,537.8651060527677,254.72038282462495,0.02321921921921922,0.9193968764080686,-0.21373736422423711,549,0.0005173305742369374,0.020046559751681323,leg,85
222.jpg,468.60692951015534,166.2021505376344,0.012567567567567568,0.8484907763185626,0.19776688185939545,351,0.02915173237753883,0.04086021505376344,leg,85
223.jpg,77.2776375567895,214.24179707218576,0.011897897897897898,0.4189019129755477,-0.6067116495965648,381,0.05956587582029278,0.029025744573447754,head,87
223.jpg,233.2566815144766,241.4315144766147,0.010786786786786786,0.939739403263406,-0.36378920012983035,415,0.05623608017817372,0.04120267260579064,arm,85
224.jpg,284.5542032905116,213.4421906693712,0.013324324324324325,0.511664113602284,-0.36276952617452446,473,0.04665314401622718,0.011945007888212756,torso,83
227.jpg,101.63040879751375,238.32966770260578,0.012561561561561562,0.8123567526851337,-0.6955899833922624,449,0.04757351183361224,0.010996892182644035,head,87
227.jpg,276.3090347028321,229.25957319505386,0.030114114114114115,0.8366513705192652,-1.2992907409250576,947,0.007279617072197846,0.010470682090147588,arm,87
227.jpg,399.2544628367413,101.77808689201095,0.06476576576576576,0.5450539041813505,0.4474012089857579,967,0.009134325590021792,0.003663003663003663,torso,84
227.jpg,638.5723226703756,304.3919796012981,0.012954954954954955,0.6529191996091654,1.2422472139144924,359,0.016689847009735744,0.009503940658321743,leg,85
229.jpg,215.74130006565989,284.128244116529,0.0868978978978979,0.4635696680300356,1.3627599278326532,1523,0.0011749663061132805,0.008501226803054913,torso,82
230.jpg,228.57131437706977,203.53454379353659,0.0262972972972973,0.6871607231319463,1.0701340372268835,891,0.02672147995889003,0.012903962544250315,torso,75
232.jpg,190.06468716861082,267.0021208907741,0.014159159159159159,0.8801699727621473,0.030449076010980125,447,0.017391304347826087,0.04878048780487805,torso,83
234.jpg,250.43097238895558,280.0504201680672,0.010006006006006006,0.7368109408921325,0.18106644769634025,365,0.06872749099639856,0.014105642256902761,torso,81
