filename,xcenter,ycenter,area,eccentricity,angle,perimeter,Hue,Saturation,Class,Temperature
991.0jpg,425.3570280,297.9251740,0.247901000,0.426905000,0.858826000,1551,0.000787000,0.002508000,head,93.4
992.0jpg,349.2886030,352.648605,0.24003000,0.572997000,0.307020000,1569,0.001701000,0.001401000,head,94
992.0jpg,107.9792190,138.3454340,0.034826000,0.74338800,-1.429684000,545,0.008537000,0.011986000,head,94
993.0jpg,310.9593350,356.1371050,0.239859000,0.597564000,0.289486000,1693,0.002604000,0.002817000,head,94.3
993.0jpg,102.6011930,114.0021920,0.034246000,0.720121000,-1.442483000,517,0.009646000,0.001491000,head,94.3
994.0jpg,262.0652880,337.2680100,0.223267000,0.713024000,0.188270000,1433,0.00258200,0.003161000,head,94
994.0jpg,99.15968600,56.46270300,0.027174000,0.573772000,-1.491657000,461,0.02398100,0.010277000,head,94
995.0jpg,278.6660620,203.0135450,0.203523000,0.708079000,0.250487000,1871,0.000133000,0.002892000,head,95
996.0jpg,273.5630170,214.0149500,0.203483000,0.704274000,0.265766000,1937,0.002125000,0.000369000,head,94.5
997.0jpg,248.4200030,208.3333910,0.172529000,0.519378000,0.09758500,1197,0.002698000,0.000940000,head,94.5
998.0jpg,271.2935130,216.7709650,0.197709000,0.696567000,0.266021000,1839,0.00281000,0.000213000,head,95.5
999.0jpg,263.679862,210.4169630,0.202775000,0.69420200,0.274193000,2001,0.002977000,0.002577000,head,95.5
1000.0jpg,221.8880150,210.4394940,0.175297000,0.492628000,0.120138000,1219,0.000514000,0.004283000,head,93.3
1001.0jpg,209.2498710,211.973775,0.180237000,0.460026000,0.122842000,1215,0.002849000,0.000700000,head,93.6
1002.0jpg,210.7001050,218.179231,0.204075000,0.664350000,0.214037000,1633,0.00042700,0.002531000,head,93.5
1003.0jpg,457.9358590,58.3160210,0.06152000,0.90891400,0.051316000,1077,0.004881000,0.011081000,head,96
1003.0jpg,266.0635380,286.9234910,0.09585000,0.353023000,-0.104301000,839,0.000940000,0.003415000,head,93
1004.0jpg,476.3280430,53.90118300,0.059411000,0.935357000,0.068659000,1369,0.002275000,0.000809000,head,96
1004.0jpg,274.4847350,281.1654320,0.096099000,0.328889000,-0.115320000,837,0.007906000,0.001875000,head,94
