filename,xcenter,ycenter,area,eccentricity,angle,perimeter,Hue,Saturation,Class,Temperature
448.0jpg,446.8516510,216.3512260,0.509814000,0.218846000,-0.052342000,3669,0.001213000,0.001137000,torso,91
448.0jpg,446.8516510,216.3512260,0.509814000,0.218846000,-0.052342000,3669,0.001213000,0.001137000,arm,90.5
449.0jpg,303.0033830,214.7751790,0.176664000,0.759684000,1.044845000,2637,0.000493000,0.001377000,head,88
449.0jpg,303.0033830,214.7751790,0.176664000,0.759684000,1.044845000,2637,0.000493000,0.001377000,arm,85
449.0jpg,303.0033830,214.7751790,0.176664000,0.759684000,1.044845000,2637,0.000493000,0.001377000,noise,87
449.0jpg,491.4301550,70.33530000,0.041727000,0.534870000,-1.442368000,837,0.01338600,0.01381800,noise,88
450.0jpg,344.6056860,216.4286020,0.214315000,0.607622000,1.324629000,2963,0.003461000,0.000589000,head,90.5
450.0jpg,548.5433850,118.5116620,0.043261000,0.740763000,-1.372144000,993,0.00867700,0.006317000,noise,89
441.0jpg,188.4712250,266.2626240,0.089384000,0.6879900,1.012552000,1443,0.00413200,0.002990000,head,94
441.0jpg,345.6116990,318.3490100,0.054724000,0.520769000,-0.820209000,1009,0.008341000,0.013335000,torso,89
441.0jpg,631.7574010,169.8191960,0.025562000,0.808165000,1.427952000,679,0.002115000,0.000822000,arm,89.5
442.0jpg,329.935088,247.665188,0.313429000,0.407274000,0.366149000,25,0.001907000,0.001610000,head,90.5
443.0jpg,424.156499,308.258243,0.221955000,0.533539000,0.140294000,2099,0.001542000,0.002895000,torso,85
443.0jpg,283.3690860,62.03869300,0.014979000,0.600897000,0.459414000,385,0.029070000,0.029270000,noise,84
444.0jpg,483.3773880,291.6316450,0.095408000,0.704332000,1.313684000,1855,0.007837000,0.005351000,torso,89
445.0jpg,327.5882910,227.1521670,0.229754000,0.554283000,0.765830000,3165,0.000549000,0.00099300,torso,91
446.0jpg,379.9829100,214.1312240,0.270084000,0.487594000,0.588166000,2845,0.001212000,0.002680000,torso,90.5
447.0jpg,406.0880880,198.6659100,0.257829000,0.377824000,0.992360000,2939,0.001398000,0.001747000,torso,90
448.0jpg,446.8516510,216.3512260,0.509814000,0.218846000,-0.052342000,3669,0.001213000,0.001137000,torso,92.5
449.0jpg,303.0033830,214.7751790,0.176664000,0.759684000,1.044845000,2637,0.000493000,0.001377000,head,87.5
449.0jpg,491.4301550,70.33530000,0.041727000,0.534870000,-1.442368000,837,0.01338600,0.01381800,leg,88
450.0jpg,344.6056860,216.4286020,0.214315000,0.607622000,1.324629000,2963,0.003461000,0.000589000,head,90.5
450.0jpg,548.5433850,118.5116620,0.043261000,0.740763000,-1.372144000,993,0.00867700,0.006317000,leg,89.5
451.0jpg,83.59099300,35.72448700,0.026072000,0.86178300,-0.122062000,1085,0.006220000,0.022460000,noise,93
452.0jpg,144.6210480,39.45523100,0.014724000,0.644440000,1.203416000,451,0.042627000,0.009586000,noise,90
453.0jpg,149.1935510,253.5817600,0.032598000,0.601806000,1.475477000,579,0.017043000,0.007186000,head,88
453.0jpg,221.3402850,361.6675610,0.014544000,0.548535000,-0.414710000,381,0.041297000,0.039025000,leg,85.5
453.0jpg,420.1638870,151.9681140,0.165664000,0.411431000,-0.566460000,2787,0.002502000,0.001921000,arm,87.5
453.0jpg,585.289313,291.929771,0.01967000,0.790910000,0.477847000,675,0.000611000,0.038473000,leg,83
454.0jpg,93.46019800,265.1206790,0.040138000,0.530706000,0.122824000,563,0.014365000,0.002768000,head,86
454.0jpg,527.9228690,93.09923200,0.082072000,0.78720800,-0.302462000,1591,0.003769000,0.007903000,arm,85.5
454.0jpg,463.6346040,327.6529410,0.04733000,0.96326000,-0.763190000,1,0.002284000,0.005710000,arm,85
454.0jpg,547.604599,387.7743500,0.016063000,0.183353000,-1.371571000,443,0.020004000,0.031034000,leg,82
455.0jpg,147.8690910,220.8302060,0.046568000,0.277641000,-0.079300000,689,0.005804000,0.010834000,head,90
