filename,xcenter,ycenter,area,eccentricity,angle,perimeter,Hue,Saturation,Class,Temperature
1266.jpg,224.6533172,350.8490582,0.07206006,0.832215707,0.76256012,1397,0.009959993,0.00750125,torso,82.3
1266.jpg,182.5281929,143.8153617,0.050435435,0.31082996,-0.241230596,1165,0.012027389,0.014289967,torso,79.8
1266.jpg,437.204426,110.2721786,0.046273273,0.824218371,-0.160113821,1477,0.003374651,0.001038354,leg,78.8
1267.jpg,293.1187169,429.4685665,0.02096997,0.707390779,0.574380652,669,0.017041386,0,noise,90
1267.jpg,196.6537705,305.8486713,0.047348348,0.588583541,0.245906403,781,0.00862561,0,torso,87.9
1267.jpg,177.562206,142.1554607,0.041492492,0.654425343,0.234252354,1031,0.011797062,0.008467829,torso,84.7
1267.jpg,441.4336308,109.1148161,0.042057057,0.815022583,-0.118107933,1441,0.011067476,0.013566583,leg,84.5
1268.jpg,293.1474359,432.3354701,0.015459459,0.689722252,0.493396939,589,0.041958042,0.012432012,head,90
1268.jpg,206.2564721,299.8015863,0.047327327,0.576617194,0.315671392,807,0.00748731,0.009835025,torso,87.6
1268.jpg,203.9273547,132.6837314,0.033318318,0.696993784,0.793981866,901,0.005407841,0.010635421,torso,85.4
1268.jpg,445.4374024,109.8877483,0.040369369,0.781009963,-0.061489683,1461,0.01896898,0.010563118,leg,84.9
1269.jpg,269.455053,441.3676717,0.010756757,0.391732382,-0.418225697,325,0.010050251,0.031825796,head,86
1269.jpg,202.5921379,277.6765517,0.043543544,0.570339535,0.573832698,759,0.002,0.010206897,torso,84.8
1269.jpg,200.7576636,99.58518733,0.041438438,0.583802927,1.391388945,1019,0.012754547,0.014493804,torso,82.6
1269.jpg,416.3770665,121.9114764,0.031243243,0.781088653,0.301515084,1123,0.002306805,0.005574779,leg,82.2
1270.jpg,203.8918262,280.3407019,0.039531532,0.634372791,0.6994237,747,0.016408387,0.011470678,torso,86.7
1270.jpg,199.6179635,110.0584877,0.041024024,0.605878645,1.495882255,1055,0.012663787,0.006002489,torso,84.6
1270.jpg,417.2757677,139.3622175,0.029630631,0.820002656,0.211470438,1045,0.015810277,0.006182224,leg,83.9
1271.jpg,199.6439585,197.7222703,0.076348348,0.871565501,1.423606089,1729,0.008810573,0.007787917,torso,82.3
1271.jpg,408.8765009,147.5830679,0.024510511,0.833377081,0.070913509,1109,0.004043127,0.016540064,leg,78.4
