filename,xcenter,ycenter,area,eccentricity,angle,perimeter,Hue,Saturation,Class,Temperature
166.jpg,581.3145541,254.0910294,0.226966967,0.853661876,-1.499533716,1917,0.000740937,0.000701244,noise,92
167.jpg,45.25238095,126.667602,0.070630631,0.895250797,-1.441274685,1553,0.008078231,0.004251701,noise,90
167.jpg,565.3975899,260.630183,0.261666667,0.810014334,-1.44664318,1943,0.001583749,0.002536294,noise,89
168.jpg,555.0154394,260.0644211,0.27736036,0.756520762,-1.467274402,2529,0.000498046,0.001126016,noise,93
168.jpg,38.40741653,58.01983491,0.024375375,0.304994949,1.362780008,603,0.028212394,0.027596403,noise,88
169.jpg,414.8995527,42.800732,0.014768769,0.561478455,1.085453038,807,0.018503457,0.002033347,tire,89
169.jpg,555.4785422,265.2779337,0.280318318,0.769509802,-1.414583363,2173,0.001381955,0,noise,92
169.jpg,55.92248618,56.21445489,0.041840841,0.661647825,-0.779124709,983,0.010981124,0.009258595,noise,90
170.jpg,194.7050392,129.8570459,0.039807808,0.482725319,-1.095022394,1171,0.002112251,0.017501509,noise,89
170.jpg,35.9226638,128.0457266,0.019570571,0.40540422,1.343871973,505,0.010894583,0.002915452,noise,89
170.jpg,512.8816019,255.1847104,0.40739039,0.534262994,-1.380437331,2455,0.001238381,0.000973014,noise,90.5
171.jpg,545.360009,250.1907558,0.321213213,0.729687428,-1.51646778,1925,0.002327886,0.000476796,noise,89
172.jpg,79.21101056,223.5302503,0.099222222,0.352540819,-1.40108237,1911,0.006870252,0.007505826,noise,85
172.jpg,533.0637959,249.1774275,0.343531532,0.647489024,-1.392423658,3207,0.001853212,0.000804224,noise,86.5
173.jpg,81.86609597,98.58937955,0.086297297,0.474665741,-1.108868346,2229,0.001565925,0.000382782,noise,89
173.jpg,549.6535982,239.3989709,0.288309309,0.720631097,-1.560998416,3715,0.002114429,0.0018332,noise,90.5
174.jpg,48.1030461,33.40655873,0.021885886,0.722105676,-0.457545803,543,0.031147091,0.023463227,noise,87
174.jpg,524.7555292,248.0188405,0.382219219,0.637365414,-1.497842316,1745,0.001932762,0.000809246,noise,88
175.jpg,530.336145,181.4217516,0.317921922,0.669334115,1.031251648,2579,0.001804133,0.000916235,noise,92
176.jpg,321.2569163,221.2128471,0.85015015,0.543830051,-0.065064155,4407,0.000279053,0.000823031,noise,88.5
177.jpg,102.705342,280.4727254,0.117039039,0.870828563,-1.428152008,1953,0.000667111,0.004284908,noise,88
177.jpg,312.1936693,232.2697487,0.021630631,0.980425944,-1.537504458,945,0.026100236,0.023601277,noise,86
177.jpg,527.2241006,206.8068527,0.357411411,0.598375306,1.393596288,2981,0.001251911,0.001714026,noise,94
178.jpg,69.91049141,93.37743543,0.072903904,0.32289143,1.201535373,919,0.00065906,0.010133048,noise,82
178.jpg,105.9681537,353.0362772,0.159267267,0.555766645,0.921095563,1549,0.004148126,0.002733992,noise,85
178.jpg,541.408284,185.3163652,0.303636637,0.723410635,1.154053739,2201,0.001453848,0.002027475,tire,84
179.jpg,342.0999818,220.5331191,0.642099099,0.601747632,0.048843636,5673,0.000636052,0.000776358,noise,89
180.jpg,336.2218488,223.5825843,0.659513514,0.5849805,-0.016074756,4627,0.000163921,0.00055551,noise,85
181.jpg,67.13362411,188.2225125,0.128750751,0.870728812,-1.368741995,2777,0.001352801,0.000886318,noise,88
181.jpg,579.9061989,38.98267785,0.027564565,0.567622047,0.041094562,1195,0.005556161,0.011112322,noise,86
181.jpg,585.3298417,353.4729593,0.103780781,0.664291533,-1.542394936,1919,0.004108915,0.006423797,tire,88
182.jpg,383.4509699,212.684872,0.643258258,0.507787307,0.123439079,5563,0.00077029,0.000359469,noise,88
