filename,xcenter,ycenter,area,eccentricity,angle,perimeter,Hue,Saturation,Class,Temperature
111.jpg,167.9791301,191.5901639,0.049642643,0.373975666,0.829311425,919,0.014941625,0.011977497, head,92
111.jpg,418.9607358,71.05514094,0.063174174,0.839750491,-0.431026324,913,0.009221847,0.0088891, arm,92
111.jpg,556.4289935,291.8093831,0.092492492,0.711464865,1.279777443,1663,0.002077922,0.002564935, arm,92
113.jpg,246.5753267,317.9998078,0.015627628,0.722656601,-1.346035397,617,0.038047656,0.044196772, torso,89
113.jpg,545.0429882,399.9116645,0.011456456,0.802296521,1.24358279,823,0.064482307,0.007863696, noise,85
114.jpg,145.6659466,187.7791338,0.027804805,0.715090188,0.147623094,517,0.009504266,0.019548547, head,88
115.jpg,22.72850797,86.24706036,0.022984985,0.933180601,-1.559890105,589,0.003658218,0.030441599, noise,90
115.jpg,147.9914634,301.1182927,0.036936937,0.755103631,1.029786385,977,0.002439024,0.012845528, noise,90
116.jpg,81.67117727,278.1804952,0.126495495,0.809900813,-1.541095512,2601,0.00128196,0.00078342,noise,90
117.jpg,118.3935335,232.4562251,0.071516517,0.977714624,-1.464302003,2209,0.003905102,0.001343691, noise,85
117.jpg,183.1883117,405.2963636,0.011561562,0.240041517,0.535188843,487,0.055844156,0.041038961, noise,85
117.jpg,410.521491,57.36296809,0.034723724,0.285379357,-1.522087113,515,0.015220963,0.011934619, noise,90
117.jpg,396.1731822,406.0222068,0.038945946,0.359673217,1.525436583,503,0.019430951,0.006091449, noise,90
118.jpg,418.1147692,45.39104409,0.026087087,0.046024234,0.141327809,421,0.015195119,0.016921837, noise,90
118.jpg,414.5802655,391.8313971,0.039807808,0.625452114,1.482989513,733,0.011240193,0.002866626, noise,90
119.jpg,32.66110623,242.3905473,0.020522523,0.511149372,1.434422127,415,0.02238806,0.028241147, noise,87
119.jpg,375.1482099,27.19946631,0.027009009,0.970501871,-0.017958614,705,0.01445408,0.009117189, arm,90
119.jpg,327.2726673,206.9658891,0.013645646,0.966833455,0.055211901,509,0.044674296,0.027728873, arm ,90
120.jpg,199.2153774,317.884317,0.012771772,0.826985134,-0.012576806,575,0.054784858,0.037385375, noise,85
121.jpg,22.03498241,48.86793625,0.014507508,0.836927167,-1.334107432,521,0.013454771,0.011591803, noise,87
123.jpg,95.08192445,201.3124467,0.059858859,0.98440634,-1.520187733,2237,0.003862941,0.002558571, noise,82
124.jpg,139.6623594,208.6872733,0.132468468,0.947001897,-1.556261219,2177,0.004239209,0.002153609, noise,88
125.jpg,128.9558696,204.5711445,0.069477477,0.376852645,0.244572922,897,0.000518672,0.000734786, head,88
125.jpg,582.155715,319.1171414,0.040171171,0.745219981,0.074324775,595,0.007998804,0.00403678, arm,88
126.jpg,24.10084541,104.9335749,0.014918919,0.761426558,-1.475271314,447,0.034017713,0.033413849, noise,86
126.jpg,173.4031457,198.7889073,0.018138138,0.33105625,-0.247619385,379,0.011754967,0.025165563, head,86
126.jpg,419.0221622,313.6375676,0.011111111,0.945851783,0.03185302,379,0.004054054,0.050540541, arm,86
127.jpg,274.7928903,317.2828439,0.013600601,0.963375338,0.42135341,561,0.019651137,0.005078384,arm,86
127.jpg,537.9697818,274.6350028,0.021465465,0.747361432,-4.66E-05,633,0.027700056,0.022663682,leg,86
128.jpg,66.44522145,257.9598907,0.03736036,0.414866819,0.124419249,549,0.014789808,0.001205691, head,90
130.jpg,404.5826271,89.62464689,0.017009009,0.962206002,-1.539004813,501,0.001059322,0.004413842, noise,88
130.jpg,556.7315388,224.4282992,0.012606607,0.795700428,-0.172653636,475,0.036684135,0.008099095, leg,88
133.jpg,340.2758987,252.1888394,0.087717718,0.809197155,-1.315524953,1383,0.004964053,0.002670318, noise,88
134.jpg,428.0443653,216.7175637,0.141603604,0.809649325,1.253466242,1781,0.00366883,0.000445349, noise ,88
135.jpg,98.22127924,24.50320845,0.014507508,0.827267067,-0.134374049,555,0.022148623,0.045332229, noise,90
