448.jpg,446.8516505,216.3512264,0.509813814,0.218845683,-0.052342337,3669,0.001213421,0.001136846,torso,91,,,,
448.jpg,446.8516505,216.3512264,0.509813814,0.218845683,-0.052342337,3669,0.001213421,0.001136846,arm,90.5,,,,
449.jpg,303.0033827,214.7751789,0.176663664,0.759684235,1.044844551,2637,0.000492954,0.001376872,head,88,,,,
449.jpg,303.0033827,214.7751789,0.176663664,0.759684235,1.044844551,2637,0.000492954,0.001376872,arm,85,,,,
449.jpg,303.0033827,214.7751789,0.176663664,0.759684235,1.044844551,2637,0.000492954,0.001376872,noise,87,,,,
449.jpg,491.4301547,70.33530047,0.041726727,0.534870086,-1.442367669,837,0.01338611,0.01381792,noise,88,,,,
450.jpg,344.6056861,216.4286015,0.214315315,0.607622045,1.324629297,2963,0.003460983,0.000588507,head,90.5,,,,
450.jpg,548.5433847,118.5116618,0.043261261,0.740762726,-1.372144062,993,0.00867694,0.006316812,noise,89,,,,
441.jpg,188.4712246,266.2626239,0.089384384,0.6879902,1.012552483,1443,0.00413237,0.002990089,head,94,,,,
441.jpg,345.6116995,318.3490095,0.054723724,0.520769167,-0.820208783,1009,0.008341107,0.013334797,torso,89,,,,
441.jpg,631.7574013,169.8191964,0.025561562,0.808165473,1.427951957,679,0.002114662,0.000822368,arm,89.5,,,,
442.jpg,329.935088,247.665188,0.313429429,0.407273929,0.366149271,25,0.001906642,0.001609627,head,90.5,,,,
443.jpg,424.156499,308.258243,0.221954955,0.533538787,0.140293602,2099,0.001542396,0.002895374,torso,85,,,,
443.jpg,283.3690858,62.03869286,0.014978979,0.600896951,0.459414271,385,0.029069767,0.029270249,noise,84,,,,
444.jpg,483.3773882,291.6316452,0.095408408,0.704331963,1.313684244,1855,0.007837336,0.005350792,torso,89,,,,
445.jpg,327.5882914,227.1521671,0.229753754,0.554282864,0.765829997,3165,0.000548962,0.00099336,torso,91,,,,
446.jpg,379.9829104,214.1312237,0.270084084,0.487593705,0.588166264,2845,0.001211946,0.002679624,torso,90.5,,,,
447.jpg,406.0880883,198.6659096,0.257828829,0.377823797,0.992359971,2939,0.001397673,0.001747091,torso,90,,,,
448.jpg,446.8516505,216.3512264,0.509813814,0.218845683,-0.052342337,3669,0.001213421,0.001136846,torso,92.5,,,,
449.jpg,303.0033827,214.7751789,0.176663664,0.759684235,1.044844551,2637,0.000492954,0.001376872,head,87.5,,,,
449.jpg,491.4301547,70.33530047,0.041726727,0.534870086,-1.442367669,837,0.01338611,0.01381792,leg,88,,,,
450.jpg,344.6056861,216.4286015,0.214315315,0.607622045,1.324629297,2963,0.003460983,0.000588507,head,90.5,,,,
450.jpg,548.5433847,118.5116618,0.043261261,0.740762726,-1.372144062,993,0.00867694,0.006316812,leg,89.5,,,,
451.jpg,83.59099286,35.72448745,0.026072072,0.86178326,-0.122062373,1085,0.006219765,0.022460263,noise,93,,,,
452.jpg,144.6210483,39.45523149,0.014723724,0.644439806,1.203416323,451,0.042626963,0.009585968,noise,90,,,,
453.jpg,149.1935514,253.5817596,0.032597598,0.601805548,1.475476842,579,0.017042837,0.007185629,head,88,,,,
453.jpg,221.3402849,361.6675614,0.014543544,0.548535244,-0.414709642,381,0.041296717,0.039025397,leg,85.5,,,,
453.jpg,420.1638872,151.9681144,0.165663664,0.411430643,-0.566459842,2787,0.002501541,0.001921473,arm,87.5,,,,
453.jpg,585.289313,291.929771,0.01966967,0.790909897,0.477847474,675,0.000610687,0.038473282,leg,83,,,,
454.jpg,93.46019752,265.1206793,0.040138138,0.530705751,0.122823591,563,0.014364806,0.002768218,head,86,,,,
454.jpg,527.9228686,93.09923161,0.082072072,0.78720843,-0.302462262,1591,0.003768752,0.007903403,arm,85.5,,,,
454.jpg,463.6346044,327.6529408,0.04733033,0.96326033,-0.763190275,1,0.002284119,0.005710298,arm,85,,,,
454.jpg,547.604599,387.7743503,0.016063063,0.183352503,-1.371571331,443,0.020003739,0.031033838,leg,82,,,,
455.jpg,147.8690914,220.8302057,0.046567568,0.277641081,-0.079300268,689,0.005803831,0.010833817,head,90,,,,
455.jpg,495.3539278,112.0859448,0.070720721,0.834003995,0.003210721,1619,0.007685775,0.007388535,arm,89.5,,,,
455.jpg,425.5324398,349.6247019,0.03651952,0.881164295,-0.779352158,771,0.016117096,0.016281556,arm,89,,,,
455.jpg,576.6179659,402.679807,0.04045045,0.719302612,0.159071198,775,0.017594655,0.00237565,leg,88.5,,,,
456.jpg,220.4510456,195.7556568,0.112012012,0.394109703,0.273014998,1689,0.0030563,0.004316354,head,83.5,,,,
456.jpg,403.2619774,217.043962,0.016735736,0.662771753,1.416184428,513,0.00053831,0.011125067,torso,79,,,,
456.jpg,610.5836996,177.2994407,0.015033033,0.820382904,0.051073524,331,0.043947263,0.042349181,leg,83,,,,
456.jpg,590.4966982,282.1581296,0.016825826,0.905403852,-0.040847913,399,0.035338212,0.010173122,leg,83,,,,
457.jpg,233.3978482,222.1251102,0.051078078,0.458703286,-0.041420994,1289,0.000823094,0.007290258,torso,84.5,,,,
457.jpg,495.1524548,211.9677003,0.013945946,0.880434275,-0.074819438,365,0.024763135,0.028639104,leg,85,,,,
458.jpg,291.0472244,207.6510413,0.043114114,0.94022692,-0.089659448,961,0.006199067,0.017552413,head,85,,,,
